Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,label,processed
Yahudi lobby wali allegation out qadiani lobby wali in..',0,0,0,0,0,0,0,0,0,0,0,0,Normal,yahudi lobi wali allegation out qadiani lobi wali in
USER /lompat/ wesss perasaan ga bawa taplak merah',0,0,0,0,0,0,0,0,0,0,0,0,Normal,lompat wesss asa bawa taplak merah
Asma Dewi Tersangka Hate Speech Ternyata Loyalis Prabowo &amp; Anies-Sandi? Jejak Digi..,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,asma dewi sangka hate speech loyalis prabowo amp anies sandi jejak digi
"RT USER: USER kalo settingan ga mungkin lah gue milih yoj, itu sama aja kek nyemplung ke got bego'",1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,ting gue pilih iya kayak cemplung got bego
USER USER Aktivis 65 itu mah. Yg bersama sama Pak Harto menumpas PKI',0,0,0,0,0,0,0,0,0,0,0,0,Normal,aktivis harto tumpas partai komunis indonesia
"USER Ya Allah bener bgt, dunia SSK kejam gaes. Member ngga punya fanbase kuat atau sultan ya sudah hanya berharap pada push manajemen yg pasti pilih2 :('",0,0,0,0,0,0,0,0,0,0,0,0,Normal,allah banget dunia sesak kejam guys member fanbase kuat sultan harap push manajemen pilih
"USER heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 9",1,1,1,0,1,0,1,1,0,1,0,0,Hate Speech,he kontol sok mes rupiah muka kayak memek orang tua kayak monyet agama agama kontol
USER USER Babi tu makhluk Allah..',0,0,0,0,0,0,0,0,0,0,0,0,Normal,babi makhluk allah
RT USER: Ni memek tyap hri snge mulu',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,memek sange mulu
laptop gue udah dari 2 bulan lalu ga selesai selesai di service. katanya cuma 2 minggu setan',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,laptop gue selesai selesai service minggu setan
"USER Pak USER lihat beda pemahaman Islam antara Gus Mus dan Ba'asyir, isi Quran harus Anda buat JELAS",0,0,0,0,0,0,0,0,0,0,0,0,Normal,lihat beda paham islam gus mus ba asyir isi alquran
USER USER USER lah kamu umat apa ..umat iblis...intinya adalah ada ribuan orang dirugikan oleh bajingan sialan kok ya masih ada yg bela..gitu aja.',1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,umat umat iblis inti ribu orang rugi bajing sial bela
Air tebu sebelum viral pun harga yahudi. Dah viral nanti harga nazi ke acaner?',0,0,0,0,0,0,0,0,0,0,0,0,Normal,air tebu viral harga yahudi viral harga nazi acaner
Tabrakan kapal dan pembohong besar Bangsa Indonesia Itu kerja Jokowor undercover,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,tabrak kapal bohong bangsa indonesia kerja jokowi kodok undercover
"Kita berbangga, kita bersyukur karena Pemerintah kita berhasil mengambil alih 51% divestasi saham PT. FI. Yang tidak berbangga dan tidak bersyukur adalah mafia tambang dan antek orde baru yang pululan tahun berkomplot dengan asing menguras dan merampok k",0,0,0,0,0,0,0,0,0,0,0,0,Normal,bangga syukur perintah hasil ambil alih divestasi saham pt fi bangga syukur mafia tambang antek orde pullulan komplot asing uras rampok
USER USER USER liat onta di namani tersinggung',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,lihat onta nama singgung
mata sipit.. mau marah mau senang mau melirik mau apa aja tetap segaris.. hahaha ..enak nya si mata sipit',0,0,0,0,0,0,0,0,0,0,0,0,Normal,mata sipit marah senang lirik segar haha enak nya mata sipit
Video diduga perang Teroris Budha yang kocar kacir melawan Pertahanan pemuda muslim minoritas Rohingya.,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,video duga perang teroris buddha kocar kacir lawan tahan pemuda muslim minoritas rohingya
USER USER Rezim utang....pencitraan demi berkuasa k3mbali....rezim kampretttt',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,rezim utang citra kuasa rezim kampretttt
Usir cina ganyang cina,1,0,0,1,0,1,0,0,0,0,0,1,Hate Speech,usir cina ganyang cina
USER Antek Komunis.. biadab. Jongos cina,1,1,1,0,0,1,0,0,0,1,0,0,Hate Speech,antek komunis biadab jongos cina
Sudah lupa cara menikmati makan enak yang penting kenyang sajahhhhh skrg .... Gembel \xf0\x9f\x98\xac',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,lupa nikmat makan enak kenyang sajahhhhh gembel
"USER USER IBU PASTI WANITA; WANITA BELUM TENTU JADI IBU ; GOBLOK; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #Dun",1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,wanita wanita goblok ahli cebong tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme
"USER Ribut harga mulu, perasaan gw sih harga telur sama daging dr jaman psk Beye sampai skrg, segitu2 aja, telor doang 24rb/kg masa ga bisa beli, ga bisa beli daging? Burger harga promo mulu tuh'",1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,ribut harga mulu asa gue harga telur daging jaman kerja seks komersial susilo bambang yudhoyono telur doang ribu kg beli beli daging burger harga promo mulu
Keciduk juga ni Kunyuk...\nProses hukum aja....kagak usah pake Matre... URL,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,ciduk kunyuk proses hukum pakai matre
"USER USER Yg menjadi masalah saat ini orang2 mempolitisasi isu2 islam nusantara. Bhkn ada yg smpai bilang sesat, kafir dll. Ini yg jd persoalan, ktka isu2 spti itu dipolitisasi utk kepentingan politik. Klo hanya dlm perbedaan pendapat ya sila",0,0,0,0,0,0,0,0,0,0,0,0,Normal,orang politisasi isu islam nusantara bilang sesat kafir dan lain lain isu politisasi penting politik beda dapat sila
USER USER Rejim atau pemerintahan yang berasal dari Pemilu LUBER JURDIL. \nJangankan aktivis semua warga negara wajib mendukung pemerintah negaranya',0,0,0,0,0,0,0,0,0,0,0,0,Normal,rejim perintah asal pilih umum luber jujur adil aktivis warga negara wajib dukung perintah negara
USER Padahal jokowi tugasnya cuman membagikan....??? #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,jokowi tugas bagi
"Cari makan dari eksploitasi Agama adalah puncak kejahatan yg bisa dilakukan oleh manusia. Siapa yg bisa melakukan itu, hanya menunggu kesempatan untuk melakukan kejahatan lain.",0,0,0,0,0,0,0,0,0,0,0,0,Normal,cari makan eksploitasi agama puncak jahat manusia tunggu sempat jahat
tolong entot silit ku dong om\nFaaiz\nArdhi\nBambang Priyo\nRidwan Hasian Firdaus',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,tolong entot silit ku om faiz nardhi bambang priyo ridwan kasihan firdaus
USER Ngewe trus krj qm.sekali2 donk ma kita2.hehe',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,ngewe kerja hehe
Ikut melestarikn sbg salah satu geopark di dunia,0,0,0,0,0,0,0,0,0,0,0,0,Normal,melestarikn salah geopark dunia
RT USER Kehancuran prabowo dibuatnya sendiri dia merobek dirinya sendiri emosi mu menghancurkan dirimu,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,hancur prabowo robek emosi mu hancur diri
RT USER USER Mas USER cebong di kolam istana masih pada idup udh sekarat atau pd mati ? IQ 200 sekolam cebong,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,mas cebong kolam istana hidup sekarat mati intelligence quotient kolam cebong
"Lalu mereka yg teriak2 jokowi pro asing/aseng, oh soeharto tidak? Soeharto memberikan konsesi ke Freeport untuk eksploitasi tambang emas/tembaga di papua yg amat sangat menguntungkan freeport. Indonesia hanya kebagian saham 8,5% dan royalti 1%.'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,teriak jokowi pro asing asing soeharto soeharto konsesi freeport eksploitasi tambang emas tembaga papua untung freeport indonesia bagi saham royalti
"USER mbok kalo tau bego jangan ngebegoin orang lain gitu loh, nanya dulu ke yang ahli'",1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,mbok tau bego ngebegoin orang ahli
Sinyal USER cacat ilang2an melulu -____- memang kau USER jauh lebih baik daripada USER hmm hahah',1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,sinyal cacat ilangan melulu hem haha
"Depan cermin bukan main elok buat posing bagai,cuba dlm gambar nohhai CACAT HAHAHAHAHA'",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,cermin main elok pusing cuba gambar noh hai cacat haha
USER Etapi ulet nya bikin gatal2 gak mak?\nMak kok suka miara yg aneh2. Tuyul juga mak piara/?',0,0,0,0,0,0,0,0,0,0,0,0,Normal,ulet nya bikin gatal mak mak suka pelihara aneh tuyul mak piara
"USER USER Dia manusia produk dungunya pangkat dungu, akibat lahir dungu., otaknya jd dungu, wajahnya pun dungu krna doyan hina semua dgn dungu...'",1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech,manusia produk dungu pangkat dungu akibat lahir dungu otak dungu wajah dungu suka hina dungu
USER Ga rela kunyuk bahagia pagi ini',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,rela kunyuk bahagia pagi
"Masih bagus kalau-kalau ia putus dengan cara baik-baik, Oka kerap meninggalkan perempuan yang berstatus pacarnya dan jalan dengan perempuan lain.\n\nIya, dalam pohon yang sempurna pasti ada satu daun cacat.'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,bagus putus oka kerap tinggal perempuan status pacar jalan perempuan iya pohon sempurna daun cacat
"#MataNajwaDebatJakarta Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini, mjd agitatif dan licik. semoga kalah kau anjing",1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,anies tinggal tenang tulus debat malam agitatif licik moga kalah anjing
USER USER ok gitu gimana nih nder???mata gw jg sipit nih nder\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0,Normal,oke nder mata gue sipit nder
Ganteng banget anjir gw menggelepar',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,ganteng banget anjir gue gelepar
Bangke. Nemu aja orang-orang yang bisa bikin ngakak di Twitter.',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,bangkai temu orang orang bikin tertawa twitter
USER Mereun dititah ku si Gunawan : sia asri ngaku kunyuk jadi aing nu keuna kehed.',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,titah ku gunawan asri aku kunyuk nu kena kehed
"USER Yang upload medianya cebong yang feeder cebong yang komen cebong, kapan loe jadi kodok klo loe cebong terus'",1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,unggah media cebong feeder cebong komen cebong kodok cebong
rp haneul toketnya sering diremes monyet.yang on retweet',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,rupiah haneul tetek remas monyet on retweet
agen dan harga tiket bus poï¿½ramayana,0,0,0,0,0,0,0,0,0,0,0,0,Normal,agen harga tiket bus poramayana
USER Aseng ongseng nikmat mana lagi yg kau dustakan... Wkwkwkwk jgn lupa bersyukur itu lah hilang keyakinan skrg...',0,0,0,0,0,0,0,0,0,0,0,0,Normal,asing ongseng nikmat dusta wkwk lupa syukur hilang yakin
Umat Budha juga harus di usir di Indonesia! URL,1,0,0,1,1,0,0,0,0,0,0,1,Hate Speech,umat buddha usir indonesia
USER Iya sih kek komunis banget wkwkwk',1,0,1,0,0,1,0,0,0,1,0,0,Hate Speech,iya kayak komunis banget wkwk
"Zaman Now agalanya jelas dan data sdh jelas. Jika klaimnya benar kasi ð???. Jika klaimnya tdk benar. Gak usah repot, JANGAN GANTI PRESIDEN 2019.; Ntar jg ketauan makhluk2 yg jago mlintir fakta. ; Haizz...hidup kog nyari penderitaan. Kerja woi..biar dapur bs n",0,0,0,0,0,0,0,0,0,0,0,0,Normal,zaman now data klaim kasih klaim repot ganti presiden tahu makhluk jago melintir fakta haiz hidup cari derita kerja woi biar dapur
Wah klau di Indonesia bisa diboikot tuh banknya. Iran negara islam aja trima uang cina URL,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,indonesia boikot bank iran negara islam terima uang cina
"#SabtuCeria krn sdh weekend lagi nih, Mixagrip mau bagi2 hadiah buat kamu. ; Mixagrip Explore Budaya 2 tahun ini mau kemana?; 1. Like dan follow facebook,twitter dan IG Mixagrip; 2. Tulis jawabanmu di kolom komen, beri hastag #SabtuCeria dan mention 3 oran",0,0,0,0,0,0,0,0,0,0,0,0,Normal,akhir pekan mixagrip hadiah mixagrip explore budaya mana like follow facebook twitter instagram mixagrip tulis jawab kolom komen tagar mention orang
Aamiin ya Rabb.. Lengserkan Jokowi USER,1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,amin rabi lengser jokowi
Tengok buku2 yg Kak Nisa baca aku sedar yg aku tak baca sebegitu variasi tajuk.. aku baca palestine ja 5 bulan ni..\n\nAku bodo dah weii..',0,0,0,0,0,0,0,0,0,0,0,0,Normal,tengok buku kak nisa baca dar baca variasi tajuk baca palestina bodoh hai
"menulis tentangmu adalah cara ku mencintaimu, bukan mulutku bisu, namun aku mengibaratkan aksara adalah keabadian, -- dikenang #ASH'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,tulis tentang ku cinta mulut bisu aksara abadi kenang
Sumpah ya ini railink depan gue pengen gue timpuk pake apapun. Tai',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,sumpah railink gue gue timpuk pakai apa tai
"Jadi gini rasanya setelah pergi, saling asing terus bertemu kembali, lebih seru wkwkwk'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,pergi asing temu seru wkwk
USER anjirrrr brengsek bajingan. gila sih lu gua gangerti sih kalo jd lu \n\nternyata ada yg lebih parah dr mantan gua anjir lol\n\nudah skrng fokus exo yg jelas2 membuat kita bahagia^____~',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,anjir berengsek bajing gila gue enggak erti parah mantan gue anjir wkwk fokus exo bahagia
Smartfren jaringan nya kok brengsek ya ...',1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,smartfren jaring nya berengsek
Dulu orang bikin karya dulu baru terkenal.\nSekarang kebalikannya. Sulit. Silit.',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,orang bikin karya kenal balik sulit silit
"""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsus USER Kota Gunungsitoli.; ; #GubernurZamanNow ; #DjarotSihar2 ; #SumutPilih2Djoss #DjarotSiharMenang #GunungSitoli #PDIPerjuanga",0,0,0,0,0,0,0,0,0,0,0,0,Normal,keanekaragaman budaya suku agama sungguh kaya djarot hadap serta rapat kerja cabang khusus kota gunung sitoli
"Banser kan hobi juga maunya bela kafir.... Makanya si abu janda, apakah bener muslim atau bukan?'",1,1,1,0,1,0,0,0,0,1,0,0,Hate Speech,baris serba guna hobi mau bela kafir abu janda muslim
Bawaslu: Kolaka Tertinggi Pelanggaran ASN Dalam Pilkada,0,0,0,0,0,0,0,0,0,0,0,0,Normal,badan awas pilih umum kolaka tinggi langgar aparatur sipil negara pilih kepala daerah
tau kenapa kalo anda bicara tumpas PKI komunis dan antek pasti anda akan diserang ya krn yg serang anda itulah PKi cm pki yg lindungi pki,1,0,1,0,0,1,0,0,0,1,0,0,Hate Speech,tau bicara tumpas partai komunis indonesia komunis antek serang serang partai komunis indonesia partai komunis indonesia lindung partai komunis indonesia
USER USER USER USER USER USER Dasar muka tai babi loh mau tenar agama di bawa2.. Klw berani jgn share di medsos.. Umat siapa pun klw agama nya di hina2 pasti marah besar..!!! Dgn mudah nya langsung minta maaf.. Ayo FPI buruh dan cari o,1,1,1,0,1,0,1,0,0,0,0,1,Hate Speech,dasar muka tai babi tenar agama bawa berani bagi media sosial umat agama nya hina marah mudah nya langsung maaf ayo front bela islam buruh cari
USER Gak lah. Kan gua udah tege nih no titit',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,gue tege no titit
"trs kl ada bacot bacot di grup, kl dia udh ngomong, pasti pada setuju semua'",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,bacot bacot grup bicara tuju
Yg ada dipikirannya hanya kekuasaan; Ngga peduli rakyatnya kayak apa; #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,pikir kuasa peduli rakyat kayak
USER USER USER Menyelamatkan fundamental ekonomi kearah lebih baik adalah mulia drpd tidak paham klo junjungannya 2010-2014 telah mewaiskan bencana ekonomi,0,0,0,0,0,0,0,0,0,0,0,0,Normal,selamat fundamental ekonomi ke arah mulia paham junjung waris bencana ekonomi
"KH Anis Maftukhin kemudian menjelaskan latar belakang berdirinya ponpes &amp; visinya.; ; Menurutnya, pondok yg berdiri baru 6 bulan lalu ini tidak dipungut biaya, pengajarnya pun jg tidak dibayar.; ; Ponpes ini, selain belajar Ilmu Islam, jg mengajarkan i",0,0,0,0,0,0,0,0,0,0,0,0,Normal,kh anis maftukhin latar diri pondok pesantren amp visi turut pondok diri pungut biaya ajar bayar pondok pesantren ajar ilmu islam ajar
BERSIKAP KERASLAH TERHADAP MEREKA?CINA KAFIR URL,1,1,0,1,1,1,0,0,0,0,1,0,Hate Speech,sikap keras cina kafir
USER perum cikeas permai ds cikeas udik kec gn putri bogor listriknya padam pak pd banyak rumah tolong dicek. trims',0,0,0,0,0,0,0,0,0,0,0,0,Normal,perum cikeas permai ds cikeas udik camat putri bogor listrik padam rumah tolong cek terima kasih
"Pembangunan overpass di proyek jalan Tol Manado-Bitung ambruk, Selasa siang.; ; Simak beragam informasi ekonomi &amp; bisnis terkini dalam #CNNIDBusiness saat ini bersama USER di USER!",0,0,0,0,0,0,0,0,0,0,0,0,Normal,bangun overpass proyek jalan tol manado bitung ambruk selasa siang simak agam informasi ekonomi amp bisnis kini
"USER kafir zindiq itu kafir yg terpaksa jd Muslim krn keturunan, hukum syariah ma tekanan sosial (Islam KTP)'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,kafir zindiq kafir paksa muslim turun hukum syariat tekan sosial islam kartu tanda duduk
RT USER USER Manusia manusia iblis yang minta KPK itu Di bubarkan klu KPK Bubar manusia 2 iblis ini pasti senang Hati .,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,manusia manusia iblis komisi berantas korupsi bubar komisi berantas korupsi bubar manusia iblis senang hati
"Presiden mengajak masyarakat untuk membawa negara ini pada kebudayaan politik yang penuh dengan etika, politik yang menyatukan bukan politik yang memecah belah, bukan politik yang membawa perpecahan, bukan politik yang saling menghujat, mencela maupun mema",0,0,0,0,0,0,0,0,0,0,0,0,Normal,presiden ajak masyarakat bawa negara budaya politik penuh etika politik satu politik pecah belah politik bawa pecah politik hujat cela mema
Sudirman Said meluncurkan,0,0,0,0,0,0,0,0,0,0,0,0,Normal,sudirman said luncur
USER USER USER LEBIH KESEL GUE SAMA KOMANDAN CAI DAN ANTEK - ANTEKNYA SOK BANGET Luh pada',1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,kesal gue komandan cai antek antek sok banget
"Apa setelah kunjungan ini, MenAg mampu membantah, Islam mendungukan & membiadabkan umatnya?",1,1,0,1,1,0,0,0,0,0,1,0,Hate Speech,kunjung menteri agama ban islam dungu biadab umat
"USER Yang manapun itu, bahkan organ manusia pun termasuk benda asing bagi organ manusia yg lain. Apalagi benda mati macam sabun -.-'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,mana organ manusia benda asing organ manusia benda mati sabun
"USER USER Penilaian orang berbeda"". Dikhawatirkan rakyat tidak bisa memahami Partai yang berhubungan baik dgn komunis belum tentu komunis. Saya hanya ingin meluruskan.'",0,0,0,0,0,0,0,0,0,0,0,0,Normal,nilai orang beda khawatir rakyat paham partai hubung komunis komunis lurus
RT USER: kebelet ngentot di kamar mandi \xf0\x9f\x98\x8d\nURL,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,kebelet ngentot kamar mandi nurl
"USER USER USER Lah anda yang dari awal gak bisa berargumen, ngomongin KACUNG nyambung ke CEBONG kan GOBLOK\n\nente cari dulu arti ""KACUNG"" baru nyambung lagi'",1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,argumen bicara kacung sambung cebong goblok cari arti kacung sambung
"USER Bacot apanya, gue ngulang perkataan gue gegara lu budek'",1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech,bacot apa gue ulang kata gue gara gara budek
"RT USER: Followers MLI pada kaya tai nih. Giliran tweet ga lucu, dibilangnya gue yang ngadmin. Giliran tweet lucu, malah dibilang twee\xe2\x80\xa6'",1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,ikut mli kayak tai gilir twit lucu bilang gue admin gilir twit lucu bilang twit
atau 25 persen suara sah nasional untuk mengusung calon presiden dan wakil presiden.,0,0,0,0,0,0,0,0,0,0,0,0,Normal,persen suara sah nasional usung calon presiden wakil presiden
USER itu kan american.culture bro jangan paksain nilai nilai aseng lah',0,0,0,0,0,0,0,0,0,0,0,0,Normal,american culture bro paksa nilai nilai asing
"USER USER USER hahaha bener lo USER giliran majikan dia mesum 7 taon si kunyuk mingkem USER sok suci pula ngatain 'mikirin sex' muke lacur lu nyuk..""",1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech,haha gilir majikan mesum kunyuk diam sok suci maki pikir sex muka lacur kunyuk
RT USER USER Hrsnya kita malu di Indonesia baru ada gubenur cina,1,0,1,0,0,1,0,0,0,1,0,0,Hate Speech,malu indonesia gubernur cina
USER brengsek loe lama lama..jd ber politik',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,berengsek ber politik
"USER Ini kadang yg membuat aku sedih tapi gemesh. Dari kedua sisi sama aja, mereka teraduk, difensif dan saling bela buta. Adukan ini kadang membuat aku entah bagaimana kebayang masa itu....\n\nMasa tenang tau tau ada bombardir senapan dan sesu",0,0,0,0,0,0,0,0,0,0,0,0,Normal,kadang sedih gemas sisi aduk defensif bela buta adu kadang bayang tenang tau tau bombardir senapan sesi
USER Udah ga pusing lagi? Ayo ntar fc monyet',0,1,0,0,0,0,0,0,0,0,0,0,Abusive,pusing ayo fc monyet
USER USER x relevant. Muslim tapi buat kerja kafir yg terkutuk',1,1,0,1,1,0,0,0,0,0,1,0,Hate Speech,relevant muslim kerja kafir kutuk
antek-antek ORBA hobi gunakan isu PKI. kejahatan ORBA memberikan kpd asing kekayaan alam kita Seperti Freeport kpd AS kerjanya mertua Prabowo,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,antek antek orde baru hobi isu partai komunis indonesia jahat orde baru asing kaya alam freeport as kerja mertua prabowo
Jadi yang ante aseng itu dah ngemeng belum soal import bawang putih??\n\nOh tentu tidak kan sama junjugannya',0,0,0,0,0,0,0,0,0,0,0,0,Normal,antek asing bicara impor bawang putih junjugannya
USER ; Polisi sebagai alat kekuasaan rezim ; #2019GantiPresiden,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,polisi alat kuasa rezim
USER USER Saat nya kita lihat. Mana suara yg menuduh pak USER antek asing\n\nJd kita tau kan sebenarnya...\n\nMrk lah yg sekarang ribut2 nyerang pak Dhe dg kebeehasilan merebut 51% dari Freeport..\n\nITULAH ANTEK ASING\n\nBahkan disuruh m,0,0,0,0,0,0,0,0,0,0,0,0,Normal,nya lihat suara tuduh antek asing tau ribut serang hasil rebut freeport antek asing suruh
Cina bukit ajak membawang yall \xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0,Normal,cina bukit ajak bawang yel
"misal bikin 3 besar gubernur paling berprestasi, itulah yg dipilih rakyat, dgn mekanisme itu siapapun gubernur yg jelas prestasiny nyata bukan hasil pencitraan bisa jd pres dan pasti bukan melulu org jawa.",0,0,0,0,0,0,0,0,0,0,0,0,Normal,bikin gubernur prestasi pilih rakyat mekanisme gubernur prestasi nyata hasil citra pres melulu orang jawa
Ya itu namanya cawgub goblok gak ngerti peraturan debat....kelihatan bego dan liciknya itu sandiaga uno.,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,nama calon wakil gubernur goblok erti atur debat bego licik sandiaga uno
"USER USER USER Golongan kaum bani kampret seperti katak dalam tempurung, teriak tong kosong, kampanye ganti presiden tapi tak tau nama pengganti nya siapa, menjual rongsokan tak bernilai, congor kampret nya yg gede'",1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech,golong kaum bani kampret katak tempurung teriak tong kosong kampanye ganti presiden tau nama ganti nya jual rongsok nila congor kampret nya gede
Kapan USER bikin film bakar2 Sekolahan buat pencitraan pak USER URL,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,bikin film bakar sekolah citra
USER Ulama cebong... Wajah suram',1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech,ulama cebong wajah suram
USER USER bola mata nya lumayan gede tapi bentuk mata nya sipit begituuu SINI KASIH AKU DOLLAR',0,0,0,0,0,0,0,0,0,0,0,0,Normal,bola mata nya lumayan gede bentuk mata nya sipit begituuu kasih dolar
"Band metal maen di acara akustik emang pintar sih. Yang penting manggung terus. Tetap produktif. berak sehelm, cebok segelas'",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,band metal main acara akustik pintar manggung produktif berak besar helm cebok gelas
"USER USER Anjir gue juga lupa sih, kelewatan bener asw jarinya. Sampe gue mute, pokoknya dia sadar gue mute. Uke pokoknya, terakhir jadi Bella kalo ga salah dnnya?'",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,anjir gue lupa lewat anjing jari gue mute pokok sadar gue mute oke pokok bella salah dnanya
NURUL ARIFIN INGIN MENGHIDUPKAN KEMBALI BUDAYA SUNDA:,0,0,0,0,0,0,0,0,0,0,0,0,Normal,nurul arifin hidup budaya sunda
"Itu lohhh yg dilakuin oppa oppa koriya, tapi banyak yg bilang oppa koriya banci tapi masa banci ikut militeran 2 tahun :) URL",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,lo oppa oppa korea bilang oppa korea banci banci militer
Ada Orang tionghwa yang mengunakan izazah palsu.\n\nlalu ngaku tokoh masyarakat tionghwa sesungguhnya dia adalah sampah di Tg. Pinang.\n\nagama Kristen tapi sering di wihara itu nama nya Munafiq bagi Muslem.',1,0,0,1,1,1,0,0,0,0,1,0,Hate Speech,orang tionghoa ijazah palsu aku tokoh masyarakat tionghoa sungguh sampah tg pinang agama kristen wihara nama nya munafik muslim
"USER Giliran berita yg kayak gini para cebonk bermunculan dr kolam, tp kemarin saat presiden kita dihina kalian para cebonk pura2 tuli dan bisu,,, ternyata cinta kalian palsu..'",1,1,0,1,0,0,1,0,0,0,1,0,Hate Speech,gilir berita kayak cebong muncul kolam kemarin presiden hina cebong pura tuli bisu cinta palsu
"RT USER: Niatnya mandi bareng, eh ngentot juga URL",0,1,0,0,0,0,0,0,0,0,0,0,Abusive,niat mandi bareng ngentot
Ih gila Nirina bego banget.',1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech,gila nirina bego banget
USER USER Komunis anjing wkwkw',1,1,1,0,0,1,0,0,0,1,0,0,Hate Speech,komunis anjing wkwk
"Prabowo Subianto ""calon presiden Abadi"" Gagal maju URL",1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,prabowo subianto calon presiden abadi gagal maju
